SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
44,DC:A6:32:33:AD:4D,2020-07-26 12:43:17.424185,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
45,DC:A6:32:33:AD:4D,2020-07-26 12:43:18.372920,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-88
46,DC:A6:32:33:AD:4D,2020-07-26 12:43:19.259435,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-88
47,DC:A6:32:33:AD:4D,2020-07-26 12:43:20.025462,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
48,DC:A6:32:33:AD:4D,2020-07-26 12:43:21.121747,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
49,DC:A6:32:33:AD:4D,2020-07-26 12:43:22.395438,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
50,DC:A6:32:33:AD:4D,2020-07-26 12:43:23.040417,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
51,DC:A6:32:33:AD:4D,2020-07-26 12:43:24.074188,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-83
52,DC:A6:32:33:AD:4D,2020-07-26 12:43:25.076280,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
53,DC:A6:32:33:AD:4D,2020-07-26 12:43:26.118586,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
54,DC:A6:32:33:AD:4D,2020-07-26 12:43:27.221092,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-79
55,DC:A6:32:33:AD:4D,2020-07-26 12:43:28.049795,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-91
56,DC:A6:32:33:AD:4D,2020-07-26 12:43:29.689796,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-89
57,DC:A6:32:33:AD:4D,2020-07-26 12:43:30.122596,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-79
58,DC:A6:32:33:AD:4D,2020-07-26 12:43:31.751823,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-79
59,DC:A6:32:33:AD:4D,2020-07-26 12:43:32.096041,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-79
60,DC:A6:32:33:AD:4D,2020-07-26 12:43:33.528630,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-88
61,DC:A6:32:33:AD:4D,2020-07-26 12:43:34.115447,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-79
62,DC:A6:32:33:AD:4D,2020-07-26 12:43:35.034431,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
63,DC:A6:32:33:AD:4D,2020-07-26 12:43:36.639337,faf177ae-cf5e-11ea-a64c-dca63233ad4b,1,1,1,-90
