SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:4D,2020-07-26 13:10:42.670389,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-78
1,DC:A6:32:33:AD:4D,2020-07-26 13:10:43.018532,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-77
2,DC:A6:32:33:AD:4D,2020-07-26 13:10:44.260150,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-77
3,DC:A6:32:33:AD:4D,2020-07-26 13:10:45.072538,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-76
4,DC:A6:32:33:AD:4D,2020-07-26 13:10:46.051296,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-93
5,DC:A6:32:33:AD:4D,2020-07-26 13:10:48.056436,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-75
6,DC:A6:32:33:AD:4D,2020-07-26 13:10:49.126312,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-77
7,DC:A6:32:33:AD:4D,2020-07-26 13:10:50.125641,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-77
8,DC:A6:32:33:AD:4D,2020-07-26 13:10:51.858165,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-89
9,DC:A6:32:33:AD:4D,2020-07-26 13:10:52.027522,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-75
10,DC:A6:32:33:AD:4D,2020-07-26 13:10:53.115784,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-76
11,DC:A6:32:33:AD:4D,2020-07-26 13:10:54.057620,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-89
12,DC:A6:32:33:AD:4D,2020-07-26 13:10:56.062631,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-77
13,DC:A6:32:33:AD:4D,2020-07-26 13:10:57.462595,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-86
14,DC:A6:32:33:AD:4D,2020-07-26 13:10:59.026942,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-78
15,DC:A6:32:33:AD:4D,2020-07-26 13:11:00.095189,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-78
16,DC:A6:32:33:AD:4D,2020-07-26 13:11:02.100227,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-77
17,DC:A6:32:33:AD:4D,2020-07-26 13:11:03.020103,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-76
18,DC:A6:32:33:AD:4D,2020-07-26 13:11:05.025207,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-77
19,DC:A6:32:33:AD:4D,2020-07-26 13:11:06.672061,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-78
20,DC:A6:32:33:AD:4D,2020-07-26 13:11:07.020094,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-78
21,DC:A6:32:33:AD:4D,2020-07-26 13:11:08.176442,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-84
22,DC:A6:32:33:AD:4D,2020-07-26 13:11:09.147629,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-84
23,DC:A6:32:33:AD:4D,2020-07-26 13:11:10.086376,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-85
24,DC:A6:32:33:AD:4D,2020-07-26 13:11:11.715176,ed016b14-cf62-11ea-994c-dca63233ad4b,1,1,1,-79
