SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:4D,2020-07-26 18:32:29.312062,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-78
1,DC:A6:32:33:AD:4D,2020-07-26 18:32:30.654624,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-70
2,DC:A6:32:33:AD:4D,2020-07-26 18:32:31.159519,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-78
3,DC:A6:32:33:AD:4D,2020-07-26 18:32:33.164531,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-70
4,DC:A6:32:33:AD:4D,2020-07-26 18:32:34.499617,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-78
5,DC:A6:32:33:AD:4D,2020-07-26 18:32:35.058287,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-78
6,DC:A6:32:33:AD:4D,2020-07-26 18:32:36.430099,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-79
7,DC:A6:32:33:AD:4D,2020-07-26 18:32:37.084543,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-71
8,DC:A6:32:33:AD:4D,2020-07-26 18:32:38.567005,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
9,DC:A6:32:33:AD:4D,2020-07-26 18:32:39.179519,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
10,DC:A6:32:33:AD:4D,2020-07-26 18:32:40.009478,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-77
11,DC:A6:32:33:AD:4D,2020-07-26 18:32:42.013942,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
12,DC:A6:32:33:AD:4D,2020-07-26 18:32:43.021992,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-77
13,DC:A6:32:33:AD:4D,2020-07-26 18:32:44.394509,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-70
14,DC:A6:32:33:AD:4D,2020-07-26 18:32:45.369475,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
15,DC:A6:32:33:AD:4D,2020-07-26 18:32:46.295731,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
16,DC:A6:32:33:AD:4D,2020-07-26 18:32:47.420114,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-75
17,DC:A6:32:33:AD:4D,2020-07-26 18:32:48.247650,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
18,DC:A6:32:33:AD:4D,2020-07-26 18:32:49.079668,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-79
19,DC:A6:32:33:AD:4D,2020-07-26 18:32:51.007500,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-77
20,DC:A6:32:33:AD:4D,2020-07-26 18:32:52.011891,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-79
21,DC:A6:32:33:AD:4D,2020-07-26 18:32:53.354412,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-78
22,DC:A6:32:33:AD:4D,2020-07-26 18:32:54.034427,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-77
23,DC:A6:32:33:AD:4D,2020-07-26 18:32:55.129258,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-80
24,DC:A6:32:33:AD:4D,2020-07-26 18:32:57.134179,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-80
25,DC:A6:32:33:AD:4D,2020-07-26 18:32:58.019723,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-80
26,DC:A6:32:33:AD:4D,2020-07-26 18:32:59.059115,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-70
27,DC:A6:32:33:AD:4D,2020-07-26 18:33:00.609073,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-70
28,DC:A6:32:33:AD:4D,2020-07-26 18:33:01.049013,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-75
29,DC:A6:32:33:AD:4D,2020-07-26 18:33:02.146515,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
30,DC:A6:32:33:AD:4D,2020-07-26 18:33:04.151638,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-71
31,DC:A6:32:33:AD:4D,2020-07-26 18:33:05.218951,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-77
32,DC:A6:32:33:AD:4D,2020-07-26 18:33:06.112584,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-78
33,DC:A6:32:33:AD:4D,2020-07-26 18:33:07.483818,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-75
34,DC:A6:32:33:AD:4D,2020-07-26 18:33:08.483739,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-71
35,DC:A6:32:33:AD:4D,2020-07-26 18:33:09.034924,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
36,DC:A6:32:33:AD:4D,2020-07-26 18:33:10.551079,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-78
37,DC:A6:32:33:AD:4D,2020-07-26 18:33:11.056034,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-75
38,DC:A6:32:33:AD:4D,2020-07-26 18:33:12.369842,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-75
39,DC:A6:32:33:AD:4D,2020-07-26 18:33:13.613485,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-69
40,DC:A6:32:33:AD:4D,2020-07-26 18:33:14.298654,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-79
41,DC:A6:32:33:AD:4D,2020-07-26 18:33:15.068469,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-78
42,DC:A6:32:33:AD:4D,2020-07-26 18:33:17.073399,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-78
43,DC:A6:32:33:AD:4D,2020-07-26 18:33:18.253381,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-71
44,DC:A6:32:33:AD:4D,2020-07-26 18:33:19.048252,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-71
45,DC:A6:32:33:AD:4D,2020-07-26 18:33:20.627000,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-71
46,DC:A6:32:33:AD:4D,2020-07-26 18:33:21.254398,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
47,DC:A6:32:33:AD:4D,2020-07-26 18:33:23.125581,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
48,DC:A6:32:33:AD:4D,2020-07-26 18:33:25.130577,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-69
49,DC:A6:32:33:AD:4D,2020-07-26 18:33:26.029447,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-71
50,DC:A6:32:33:AD:4D,2020-07-26 18:33:27.108038,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-79
51,DC:A6:32:33:AD:4D,2020-07-26 18:33:28.356078,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
52,DC:A6:32:33:AD:4D,2020-07-26 18:33:29.325361,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-77
53,DC:A6:32:33:AD:4D,2020-07-26 18:33:30.057822,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-77
54,DC:A6:32:33:AD:4D,2020-07-26 18:33:31.155315,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
55,DC:A6:32:33:AD:4D,2020-07-26 18:33:33.160236,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
56,DC:A6:32:33:AD:4D,2020-07-26 18:33:35.165196,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-77
57,DC:A6:32:33:AD:4D,2020-07-26 18:33:36.013837,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-71
58,DC:A6:32:33:AD:4D,2020-07-26 18:33:37.076319,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-71
59,DC:A6:32:33:AD:4D,2020-07-26 18:33:38.452516,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-78
60,DC:A6:32:33:AD:4D,2020-07-26 18:33:39.276914,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-75
61,DC:A6:32:33:AD:4D,2020-07-26 18:33:40.011154,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
62,DC:A6:32:33:AD:4D,2020-07-26 18:33:41.208583,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
63,DC:A6:32:33:AD:4D,2020-07-26 18:33:42.094802,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-78
64,DC:A6:32:33:AD:4D,2020-07-26 18:33:43.092314,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-71
65,DC:A6:32:33:AD:4D,2020-07-26 18:33:45.097283,df825cfa-cf8f-11ea-a185-dca63233ad4b,1,1,1,-76
