SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:4D,2020-07-26 17:09:09.065621,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-76
1,DC:A6:32:33:AD:4D,2020-07-26 17:09:10.171993,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-71
2,DC:A6:32:33:AD:4D,2020-07-26 17:09:11.090625,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-75
3,DC:A6:32:33:AD:4D,2020-07-26 17:09:12.107441,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-70
4,DC:A6:32:33:AD:4D,2020-07-26 17:09:13.756724,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-75
5,DC:A6:32:33:AD:4D,2020-07-26 17:09:14.019387,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-75
6,DC:A6:32:33:AD:4D,2020-07-26 17:09:15.263071,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-74
7,DC:A6:32:33:AD:4D,2020-07-26 17:09:16.069889,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-75
8,DC:A6:32:33:AD:4D,2020-07-26 17:09:17.018050,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-71
9,DC:A6:32:33:AD:4D,2020-07-26 17:09:19.023045,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-75
10,DC:A6:32:33:AD:4D,2020-07-26 17:09:20.290550,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-74
11,DC:A6:32:33:AD:4D,2020-07-26 17:09:21.109226,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-75
12,DC:A6:32:33:AD:4D,2020-07-26 17:09:22.271704,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-71
13,DC:A6:32:33:AD:4D,2020-07-26 17:09:23.051754,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-71
14,DC:A6:32:33:AD:4D,2020-07-26 17:09:24.222997,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-74
15,DC:A6:32:33:AD:4D,2020-07-26 17:09:25.328631,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-75
16,DC:A6:32:33:AD:4D,2020-07-26 17:09:26.157995,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-71
17,DC:A6:32:33:AD:4D,2020-07-26 17:09:27.221661,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-75
18,DC:A6:32:33:AD:4D,2020-07-26 17:09:28.349157,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-74
19,DC:A6:32:33:AD:4D,2020-07-26 17:09:29.526670,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-71
20,DC:A6:32:33:AD:4D,2020-07-26 17:09:30.614132,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-76
21,DC:A6:32:33:AD:4D,2020-07-26 17:09:31.687912,390c9170-cf84-11ea-b7d9-dca63233ad4b,1,1,1,-71
