,RSSI,Distance,Object
6075,-76,7,Blue Wallet (RFID)
6076,-78,7,Blue Wallet (RFID)
6077,-77,7,Blue Wallet (RFID)
6078,-79,7,Blue Wallet (RFID)
6079,-75,7,Blue Wallet (RFID)
6080,-77,7,Blue Wallet (RFID)
6081,-77,7,Blue Wallet (RFID)
6082,-78,7,Blue Wallet (RFID)
6083,-76,7,Blue Wallet (RFID)
6084,-79,7,Blue Wallet (RFID)
6085,-76,7,Blue Wallet (RFID)
6086,-76,7,Blue Wallet (RFID)
6087,-77,7,Blue Wallet (RFID)
6088,-75,7,Blue Wallet (RFID)
6089,-76,7,Blue Wallet (RFID)
6090,-75,7,Blue Wallet (RFID)
6091,-75,7,Blue Wallet (RFID)
6092,-76,7,Blue Wallet (RFID)
6093,-75,7,Blue Wallet (RFID)
6094,-75,7,Blue Wallet (RFID)
6095,-78,7,Blue Wallet (RFID)
6096,-75,7,Blue Wallet (RFID)
6097,-76,7,Blue Wallet (RFID)
6098,-79,7,Blue Wallet (RFID)
6099,-78,7,Blue Wallet (RFID)
6100,-76,7,Blue Wallet (RFID)
6101,-75,7,Blue Wallet (RFID)
6102,-76,7,Blue Wallet (RFID)
6103,-76,7,Blue Wallet (RFID)
6104,-76,7,Blue Wallet (RFID)
6105,-76,7,Blue Wallet (RFID)
6106,-77,7,Blue Wallet (RFID)
6107,-76,7,Blue Wallet (RFID)
6108,-75,7,Blue Wallet (RFID)
6109,-76,7,Blue Wallet (RFID)
6110,-76,7,Blue Wallet (RFID)
6111,-77,7,Blue Wallet (RFID)
6112,-76,7,Blue Wallet (RFID)
6113,-77,7,Blue Wallet (RFID)
6114,-77,7,Blue Wallet (RFID)
6115,-77,7,Blue Wallet (RFID)
6116,-77,7,Blue Wallet (RFID)
6117,-75,7,Blue Wallet (RFID)
6118,-76,7,Blue Wallet (RFID)
6119,-76,7,Blue Wallet (RFID)
6120,-78,7,Blue Wallet (RFID)
6121,-76,7,Blue Wallet (RFID)
6122,-77,7,Blue Wallet (RFID)
6123,-76,7,Blue Wallet (RFID)
6124,-76,7,Blue Wallet (RFID)
6125,-83,10,Blue Wallet (RFID)
6126,-83,10,Blue Wallet (RFID)
6127,-84,10,Blue Wallet (RFID)
6128,-84,10,Blue Wallet (RFID)
6129,-82,10,Blue Wallet (RFID)
6130,-83,10,Blue Wallet (RFID)
6131,-82,10,Blue Wallet (RFID)
6132,-84,10,Blue Wallet (RFID)
6133,-82,10,Blue Wallet (RFID)
6134,-83,10,Blue Wallet (RFID)
6135,-82,10,Blue Wallet (RFID)
6136,-82,10,Blue Wallet (RFID)
6137,-83,10,Blue Wallet (RFID)
6138,-82,10,Blue Wallet (RFID)
6139,-84,10,Blue Wallet (RFID)
6140,-84,10,Blue Wallet (RFID)
6141,-83,10,Blue Wallet (RFID)
6142,-83,10,Blue Wallet (RFID)
6143,-82,10,Blue Wallet (RFID)
6144,-84,10,Blue Wallet (RFID)
6145,-82,10,Blue Wallet (RFID)
6146,-82,10,Blue Wallet (RFID)
6147,-83,10,Blue Wallet (RFID)
6148,-82,10,Blue Wallet (RFID)
6149,-84,10,Blue Wallet (RFID)
6150,-82,10,Blue Wallet (RFID)
6151,-82,10,Blue Wallet (RFID)
6152,-82,10,Blue Wallet (RFID)
6153,-84,10,Blue Wallet (RFID)
6154,-82,10,Blue Wallet (RFID)
6155,-82,10,Blue Wallet (RFID)
6156,-84,10,Blue Wallet (RFID)
6157,-82,10,Blue Wallet (RFID)
6158,-82,10,Blue Wallet (RFID)
6159,-82,10,Blue Wallet (RFID)
6160,-82,10,Blue Wallet (RFID)
6161,-82,10,Blue Wallet (RFID)
6162,-84,10,Blue Wallet (RFID)
6163,-82,10,Blue Wallet (RFID)
6164,-83,10,Blue Wallet (RFID)
6165,-82,10,Blue Wallet (RFID)
6166,-82,10,Blue Wallet (RFID)
6167,-83,10,Blue Wallet (RFID)
6168,-82,10,Blue Wallet (RFID)
6169,-82,10,Blue Wallet (RFID)
6170,-81,10,Blue Wallet (RFID)
6171,-84,10,Blue Wallet (RFID)
6172,-82,10,Blue Wallet (RFID)
6173,-83,10,Blue Wallet (RFID)
6174,-83,10,Blue Wallet (RFID)
6175,-84,10,Blue Wallet (RFID)
6176,-83,10,Blue Wallet (RFID)
6177,-83,10,Blue Wallet (RFID)
6178,-84,10,Blue Wallet (RFID)
6179,-83,10,Blue Wallet (RFID)
6180,-83,10,Blue Wallet (RFID)
6181,-83,10,Blue Wallet (RFID)
6182,-82,10,Blue Wallet (RFID)
6183,-83,10,Blue Wallet (RFID)
6184,-83,10,Blue Wallet (RFID)
6185,-83,10,Blue Wallet (RFID)
6186,-83,10,Blue Wallet (RFID)
6187,-83,10,Blue Wallet (RFID)
6188,-81,10,Blue Wallet (RFID)
6189,-84,10,Blue Wallet (RFID)
6190,-83,10,Blue Wallet (RFID)
6191,-84,10,Blue Wallet (RFID)
6192,-85,10,Blue Wallet (RFID)
6193,-85,10,Blue Wallet (RFID)
6194,-85,10,Blue Wallet (RFID)
6195,-84,10,Blue Wallet (RFID)
6196,-84,10,Blue Wallet (RFID)
6197,-85,10,Blue Wallet (RFID)
6198,-84,10,Blue Wallet (RFID)
6199,-84,10,Blue Wallet (RFID)
6200,-83,10,Blue Wallet (RFID)
6201,-83,10,Blue Wallet (RFID)
6202,-82,10,Blue Wallet (RFID)
6203,-83,10,Blue Wallet (RFID)
6204,-82,10,Blue Wallet (RFID)
6205,-83,10,Blue Wallet (RFID)
6206,-84,10,Blue Wallet (RFID)
6207,-84,10,Blue Wallet (RFID)
6208,-85,10,Blue Wallet (RFID)
6209,-84,10,Blue Wallet (RFID)
6210,-83,10,Blue Wallet (RFID)
6211,-83,10,Blue Wallet (RFID)
6212,-83,10,Blue Wallet (RFID)
6213,-84,10,Blue Wallet (RFID)
6214,-85,10,Blue Wallet (RFID)
6215,-84,10,Blue Wallet (RFID)
6216,-84,10,Blue Wallet (RFID)
6217,-83,10,Blue Wallet (RFID)
6218,-84,10,Blue Wallet (RFID)
6219,-83,10,Blue Wallet (RFID)
6220,-86,10,Blue Wallet (RFID)
6221,-84,10,Blue Wallet (RFID)
6222,-84,10,Blue Wallet (RFID)
6223,-83,10,Blue Wallet (RFID)
6224,-83,10,Blue Wallet (RFID)
6225,-84,10,Blue Wallet (RFID)
6226,-84,10,Blue Wallet (RFID)
6227,-84,10,Blue Wallet (RFID)
6228,-84,10,Blue Wallet (RFID)
6229,-82,5,Jeans
6230,-79,5,Jeans
6231,-77,5,Jeans
6232,-79,5,Jeans
6233,-77,5,Jeans
6234,-75,5,Jeans
6235,-82,5,Jeans
6236,-74,5,Jeans
6237,-78,5,Jeans
6238,-74,5,Jeans
6239,-75,5,Jeans
6240,-83,5,Jeans
6241,-77,5,Jeans
6242,-78,5,Jeans
6243,-79,5,Jeans
6244,-74,5,Jeans
6245,-78,5,Jeans
6246,-82,5,Jeans
6247,-74,5,Jeans
6248,-81,5,Jeans
6249,-78,5,Jeans
6250,-78,5,Jeans
6251,-78,5,Jeans
6252,-74,5,Jeans
6253,-79,5,Jeans
6254,-74,5,Jeans
6255,-79,5,Jeans
6256,-78,5,Jeans
6257,-74,5,Jeans
6258,-74,5,Jeans
6259,-82,5,Jeans
6260,-78,5,Jeans
6261,-81,5,Jeans
6262,-78,5,Jeans
6263,-74,5,Jeans
6264,-82,5,Jeans
6265,-77,5,Jeans
6266,-81,5,Jeans
6267,-73,5,Jeans
6268,-79,5,Jeans
6269,-81,5,Jeans
6270,-81,5,Jeans
6271,-82,5,Jeans
6272,-76,5,Jeans
6273,-81,5,Jeans
6274,-74,5,Jeans
6275,-74,5,Jeans
6276,-77,5,Jeans
6277,-78,5,Jeans
6278,-82,5,Jeans
6279,-82,5,Jeans
6280,-78,5,Jeans
6281,-78,5,Jeans
6282,-73,5,Jeans
6283,-78,5,Jeans
6284,-81,5,Jeans
6285,-82,5,Jeans
6286,-83,5,Jeans
6287,-78,5,Jeans
6288,-78,5,Jeans
6289,-77,5,Jeans
6290,-82,5,Jeans
6291,-77,5,Jeans
6292,-73,5,Jeans
6293,-77,5,Jeans
6294,-82,5,Jeans
6295,-78,5,Jeans
6296,-74,5,Jeans
6297,-78,5,Jeans
6298,-74,5,Jeans
6299,-73,5,Jeans
6300,-82,5,Jeans
6301,-78,5,Jeans
6302,-73,5,Jeans
6303,-74,5,Jeans
6304,-78,5,Jeans
6305,-78,5,Jeans
6306,-78,5,Jeans
6307,-77,5,Jeans
6308,-82,5,Jeans
6309,-83,5,Jeans
6310,-74,5,Jeans
6311,-74,5,Jeans
6312,-74,5,Jeans
6313,-79,5,Jeans
6314,-74,5,Jeans
6315,-78,5,Jeans
6316,-77,5,Jeans
6317,-81,5,Jeans
6318,-78,5,Jeans
6319,-77,5,Jeans
6320,-77,5,Jeans
6321,-78,5,Jeans
6322,-73,5,Jeans
6323,-78,5,Jeans
6324,-78,5,Jeans
6325,-78,5,Jeans
6326,-78,5,Jeans
6327,-79,5,Jeans
6328,-78,5,Jeans
6329,-77,5,Jeans
6330,-73,5,Jeans
6331,-73,8,Jeans
6332,-71,8,Jeans
6333,-73,8,Jeans
6334,-73,8,Jeans
6335,-80,8,Jeans
6336,-78,8,Jeans
6337,-80,8,Jeans
6338,-72,8,Jeans
6339,-73,8,Jeans
6340,-79,8,Jeans
6341,-80,8,Jeans
6342,-71,8,Jeans
6343,-71,8,Jeans
6344,-71,8,Jeans
6345,-83,8,Jeans
6346,-71,8,Jeans
6347,-70,8,Jeans
6348,-79,8,Jeans
6349,-79,8,Jeans
6350,-80,8,Jeans
6351,-73,8,Jeans
6352,-70,8,Jeans
6353,-72,8,Jeans
6354,-71,8,Jeans
6355,-71,8,Jeans
6356,-79,8,Jeans
6357,-73,8,Jeans
6358,-72,8,Jeans
6359,-70,8,Jeans
6360,-72,8,Jeans
6361,-73,8,Jeans
6362,-70,8,Jeans
6363,-71,8,Jeans
6364,-80,8,Jeans
6365,-71,8,Jeans
6366,-71,8,Jeans
6367,-72,8,Jeans
6368,-73,8,Jeans
6369,-79,8,Jeans
6370,-73,8,Jeans
6371,-73,8,Jeans
6372,-80,8,Jeans
6373,-79,8,Jeans
6374,-73,8,Jeans
6375,-72,8,Jeans
6376,-71,8,Jeans
6377,-71,8,Jeans
6378,-71,8,Jeans
6379,-80,8,Jeans
6380,-80,8,Jeans
6381,-71,8,Jeans
6382,-71,8,Jeans
6383,-80,8,Jeans
6384,-73,8,Jeans
6385,-80,8,Jeans
6386,-72,8,Jeans
6387,-73,8,Jeans
6388,-70,8,Jeans
6389,-73,8,Jeans
6390,-70,8,Jeans
6391,-72,8,Jeans
6392,-79,8,Jeans
6393,-73,8,Jeans
6394,-73,8,Jeans
6395,-80,8,Jeans
6396,-70,8,Jeans
6397,-70,8,Jeans
6398,-71,8,Jeans
6399,-73,8,Jeans
6400,-72,8,Jeans
6401,-82,8,Jeans
6402,-73,8,Jeans
6403,-72,8,Jeans
6404,-79,8,Jeans
6405,-78,8,Jeans
6406,-73,8,Jeans
6407,-80,8,Jeans
6408,-80,8,Jeans
6409,-71,8,Jeans
6410,-80,8,Jeans
6411,-71,8,Jeans
6412,-80,8,Jeans
6413,-73,8,Jeans
6414,-73,8,Jeans
6415,-73,8,Jeans
6416,-81,8,Jeans
6417,-81,8,Jeans
6418,-73,8,Jeans
6419,-73,8,Jeans
6420,-79,8,Jeans
6421,-71,8,Jeans
6422,-72,8,Jeans
6423,-80,8,Jeans
6424,-79,8,Jeans
6425,-79,8,Jeans
6426,-73,8,Jeans
6427,-70,8,Jeans
6428,-71,8,Jeans
6429,-70,3,Jeans
6430,-64,3,Jeans
6431,-64,3,Jeans
6432,-68,3,Jeans
6433,-68,3,Jeans
6434,-64,3,Jeans
6435,-64,3,Jeans
6436,-70,3,Jeans
6437,-64,3,Jeans
6438,-71,3,Jeans
6439,-68,3,Jeans
6440,-68,3,Jeans
6441,-64,3,Jeans
6442,-68,3,Jeans
6443,-64,3,Jeans
6444,-64,3,Jeans
6445,-64,3,Jeans
6446,-71,3,Jeans
6447,-70,3,Jeans
6448,-64,3,Jeans
6449,-70,3,Jeans
6450,-70,3,Jeans
6451,-68,3,Jeans
6452,-71,3,Jeans
6453,-69,3,Jeans
6454,-69,3,Jeans
6455,-71,3,Jeans
6456,-70,3,Jeans
6457,-69,3,Jeans
6458,-68,3,Jeans
6459,-64,3,Jeans
6460,-64,3,Jeans
6461,-64,3,Jeans
6462,-64,3,Jeans
6463,-70,3,Jeans
6464,-64,3,Jeans
6465,-64,3,Jeans
6466,-64,3,Jeans
6467,-71,3,Jeans
6468,-71,3,Jeans
6469,-70,3,Jeans
6470,-63,3,Jeans
6471,-70,3,Jeans
6472,-64,3,Jeans
6473,-64,3,Jeans
6474,-65,3,Jeans
6475,-71,3,Jeans
6476,-68,3,Jeans
6477,-68,3,Jeans
6478,-64,3,Jeans
6479,-70,3,Jeans
6480,-70,3,Jeans
6481,-70,3,Jeans
6482,-64,3,Jeans
6483,-68,3,Jeans
6484,-70,3,Jeans
6485,-70,3,Jeans
6486,-70,3,Jeans
6487,-68,3,Jeans
6488,-71,3,Jeans
6489,-70,3,Jeans
6490,-68,3,Jeans
6491,-64,3,Jeans
6492,-68,3,Jeans
6493,-64,3,Jeans
6494,-70,3,Jeans
6495,-64,3,Jeans
6496,-70,3,Jeans
6497,-68,3,Jeans
6498,-68,3,Jeans
6499,-68,3,Jeans
6500,-70,3,Jeans
6501,-68,3,Jeans
6502,-70,3,Jeans
6503,-68,3,Jeans
6504,-68,3,Jeans
6505,-71,3,Jeans
6506,-70,3,Jeans
6507,-71,3,Jeans
6508,-64,3,Jeans
6509,-70,3,Jeans
6510,-68,3,Jeans
6511,-64,3,Jeans
6512,-64,3,Jeans
6513,-68,3,Jeans
6514,-70,3,Jeans
6515,-64,3,Jeans
6516,-70,3,Jeans
6517,-70,3,Jeans
6518,-64,3,Jeans
6519,-64,3,Jeans
6520,-64,3,Jeans
6521,-70,3,Jeans
6522,-65,3,Jeans
6523,-68,3,Jeans
6524,-68,3,Jeans
6525,-64,3,Jeans
6526,-70,3,Jeans
6527,-68,3,Jeans
6528,-64,3,Jeans
6529,-64,3,Jeans
6530,-68,3,Jeans
6531,-81,18,Jeans
6532,-82,18,Jeans
6533,-80,18,Jeans
6534,-81,18,Jeans
6535,-78,18,Jeans
6536,-79,18,Jeans
6537,-80,18,Jeans
6538,-79,18,Jeans
6539,-81,18,Jeans
6540,-83,18,Jeans
6541,-79,18,Jeans
6542,-81,18,Jeans
6543,-82,18,Jeans
6544,-81,18,Jeans
6545,-82,18,Jeans
6546,-81,18,Jeans
6547,-79,18,Jeans
6548,-82,18,Jeans
6549,-80,18,Jeans
6550,-81,18,Jeans
6551,-82,18,Jeans
6552,-81,18,Jeans
6553,-80,18,Jeans
6554,-80,18,Jeans
6555,-81,18,Jeans
6556,-80,18,Jeans
6557,-81,18,Jeans
6558,-83,18,Jeans
6559,-79,18,Jeans
6560,-80,18,Jeans
6561,-80,18,Jeans
6562,-79,18,Jeans
6563,-82,18,Jeans
6564,-83,18,Jeans
6565,-81,18,Jeans
6566,-82,18,Jeans
6567,-79,18,Jeans
6568,-78,18,Jeans
6569,-78,18,Jeans
6570,-78,18,Jeans
6571,-79,18,Jeans
6572,-82,18,Jeans
6573,-82,18,Jeans
6574,-79,18,Jeans
6575,-79,18,Jeans
6576,-83,18,Jeans
6577,-80,18,Jeans
6578,-82,18,Jeans
6579,-83,18,Jeans
6580,-83,18,Jeans
6581,-83,18,Jeans
6582,-83,18,Jeans
6583,-83,18,Jeans
6584,-79,18,Jeans
6585,-82,18,Jeans
6586,-83,18,Jeans
6587,-79,18,Jeans
6588,-81,18,Jeans
6589,-81,18,Jeans
6590,-78,18,Jeans
6591,-79,18,Jeans
6592,-80,18,Jeans
6593,-80,18,Jeans
6594,-80,18,Jeans
6595,-81,18,Jeans
6596,-83,18,Jeans
6597,-82,18,Jeans
6598,-82,18,Jeans
6599,-81,18,Jeans
6600,-82,18,Jeans
6601,-79,18,Jeans
6602,-82,18,Jeans
6603,-77,18,Jeans
6604,-78,18,Jeans
6605,-82,18,Jeans
6606,-84,18,Jeans
6607,-83,18,Jeans
6608,-83,18,Jeans
6609,-78,18,Jeans
6610,-83,18,Jeans
6611,-82,18,Jeans
6612,-78,18,Jeans
6613,-79,18,Jeans
6614,-79,18,Jeans
6615,-84,18,Jeans
6616,-80,18,Jeans
6617,-79,18,Jeans
6618,-82,18,Jeans
6619,-79,18,Jeans
6620,-79,18,Jeans
6621,-79,18,Jeans
6622,-82,18,Jeans
6623,-79,18,Jeans
6624,-81,18,Jeans
6625,-79,18,Jeans
6626,-80,18,Jeans
6627,-82,18,Jeans
6628,-80,18,Jeans
6629,-82,18,Jeans
6630,-79,18,Jeans
6631,-82,18,Jeans
6632,-90,15,Jeans
6633,-78,15,Jeans
6634,-78,15,Jeans
6635,-78,15,Jeans
6636,-77,15,Jeans
6637,-77,15,Jeans
6638,-79,15,Jeans
6639,-91,15,Jeans
6640,-91,15,Jeans
6641,-77,15,Jeans
6642,-90,15,Jeans
6643,-90,15,Jeans
6644,-90,15,Jeans
6645,-77,15,Jeans
6646,-91,15,Jeans
6647,-78,15,Jeans
6648,-78,15,Jeans
6649,-88,15,Jeans
6650,-78,15,Jeans
6651,-78,15,Jeans
6652,-79,15,Jeans
6653,-89,15,Jeans
6654,-77,15,Jeans
6655,-78,15,Jeans
6656,-78,15,Jeans
6657,-89,15,Jeans
6658,-92,15,Jeans
6659,-77,15,Jeans
6660,-77,15,Jeans
6661,-77,15,Jeans
6662,-87,15,Jeans
6663,-77,15,Jeans
6664,-77,15,Jeans
6665,-84,15,Jeans
6666,-77,15,Jeans
6667,-86,15,Jeans
6668,-78,15,Jeans
6669,-87,15,Jeans
6670,-86,15,Jeans
6671,-76,15,Jeans
6672,-78,15,Jeans
6673,-87,15,Jeans
6674,-78,15,Jeans
6675,-88,15,Jeans
6676,-88,15,Jeans
6677,-77,15,Jeans
6678,-77,15,Jeans
6679,-88,15,Jeans
6680,-79,15,Jeans
6681,-78,15,Jeans
6682,-91,15,Jeans
6683,-89,15,Jeans
6684,-78,15,Jeans
6685,-77,15,Jeans
6686,-77,15,Jeans
6687,-77,15,Jeans
6688,-91,15,Jeans
6689,-77,15,Jeans
6690,-77,15,Jeans
6691,-77,15,Jeans
6692,-90,15,Jeans
6693,-89,15,Jeans
6694,-77,15,Jeans
6695,-77,15,Jeans
6696,-76,15,Jeans
6697,-76,15,Jeans
6698,-77,15,Jeans
6699,-91,15,Jeans
6700,-76,15,Jeans
6701,-76,15,Jeans
6702,-90,15,Jeans
6703,-77,15,Jeans
6704,-89,15,Jeans
6705,-78,15,Jeans
6706,-78,15,Jeans
6707,-78,15,Jeans
6708,-77,15,Jeans
6709,-77,15,Jeans
6710,-79,15,Jeans
6711,-78,15,Jeans
6712,-89,15,Jeans
6713,-79,15,Jeans
6714,-79,15,Jeans
6715,-79,15,Jeans
6716,-79,15,Jeans
6717,-78,15,Jeans
6718,-87,15,Jeans
6719,-92,15,Jeans
6720,-90,15,Jeans
6721,-78,15,Jeans
6722,-77,15,Jeans
6723,-76,15,Jeans
6724,-76,15,Jeans
6725,-77,15,Jeans
6726,-77,15,Jeans
6727,-77,15,Jeans
6728,-77,15,Jeans
6729,-77,15,Jeans
6730,-77,15,Jeans
6731,-73,10,Jeans
6732,-75,10,Jeans
6733,-82,10,Jeans
6734,-73,10,Jeans
6735,-75,10,Jeans
6736,-73,10,Jeans
6737,-80,10,Jeans
6738,-76,10,Jeans
6739,-73,10,Jeans
6740,-76,10,Jeans
6741,-75,10,Jeans
6742,-78,10,Jeans
6743,-73,10,Jeans
6744,-79,10,Jeans
6745,-78,10,Jeans
6746,-73,10,Jeans
6747,-75,10,Jeans
6748,-80,10,Jeans
6749,-73,10,Jeans
6750,-72,10,Jeans
6751,-75,10,Jeans
6752,-79,10,Jeans
6753,-73,10,Jeans
6754,-75,10,Jeans
6755,-76,10,Jeans
6756,-75,10,Jeans
6757,-76,10,Jeans
6758,-76,10,Jeans
6759,-73,10,Jeans
6760,-75,10,Jeans
6761,-79,10,Jeans
6762,-75,10,Jeans
6763,-79,10,Jeans
6764,-75,10,Jeans
6765,-73,10,Jeans
6766,-80,10,Jeans
6767,-73,10,Jeans
6768,-75,10,Jeans
6769,-80,10,Jeans
6770,-81,10,Jeans
6771,-76,10,Jeans
6772,-79,10,Jeans
6773,-75,10,Jeans
6774,-75,10,Jeans
6775,-78,10,Jeans
6776,-75,10,Jeans
6777,-73,10,Jeans
6778,-79,10,Jeans
6779,-73,10,Jeans
6780,-73,10,Jeans
6781,-79,10,Jeans
6782,-76,10,Jeans
6783,-75,10,Jeans
6784,-75,10,Jeans
6785,-79,10,Jeans
6786,-75,10,Jeans
6787,-80,10,Jeans
6788,-79,10,Jeans
6789,-79,10,Jeans
6790,-75,10,Jeans
6791,-73,10,Jeans
6792,-75,10,Jeans
6793,-73,10,Jeans
6794,-73,10,Jeans
6795,-74,10,Jeans
6796,-73,10,Jeans
6797,-73,10,Jeans
6798,-75,10,Jeans
6799,-80,10,Jeans
6800,-79,10,Jeans
6801,-73,10,Jeans
6802,-75,10,Jeans
6803,-80,10,Jeans
6804,-79,10,Jeans
6805,-73,10,Jeans
6806,-73,10,Jeans
6807,-78,10,Jeans
6808,-73,10,Jeans
6809,-78,10,Jeans
6810,-75,10,Jeans
6811,-73,10,Jeans
6812,-78,10,Jeans
6813,-75,10,Jeans
6814,-75,10,Jeans
6815,-73,10,Jeans
6816,-81,10,Jeans
6817,-73,10,Jeans
6818,-75,10,Jeans
6819,-76,10,Jeans
6820,-79,10,Jeans
6821,-74,10,Jeans
6822,-73,10,Jeans
6823,-79,10,Jeans
6824,-77,10,Jeans
6825,-75,10,Jeans
6826,-79,10,Jeans
6827,-80,10,Jeans
6828,-79,10,Jeans
6829,-73,10,Jeans
6830,-79,10,Jeans
6831,-74,10,Jeans
6832,-79,10,Jeans
6833,-79,10,Jeans
6834,-75,10,Jeans
6835,-79,10,Jeans
6836,-75,10,Jeans
6837,-80,10,Jeans
6838,-73,10,Jeans
6839,-73,10,Jeans
6840,-79,6,Jeans
6841,-79,6,Jeans
6842,-78,6,Jeans
6843,-78,6,Jeans
6844,-78,6,Jeans
6845,-78,6,Jeans
6846,-78,6,Jeans
6847,-72,6,Jeans
6848,-78,6,Jeans
6849,-78,6,Jeans
6850,-78,6,Jeans
6851,-80,6,Jeans
6852,-71,6,Jeans
6853,-72,6,Jeans
6854,-73,6,Jeans
6855,-78,6,Jeans
6856,-78,6,Jeans
6857,-79,6,Jeans
6858,-72,6,Jeans
6859,-78,6,Jeans
6860,-78,6,Jeans
6861,-72,6,Jeans
6862,-72,6,Jeans
6863,-79,6,Jeans
6864,-78,6,Jeans
6865,-78,6,Jeans
6866,-80,6,Jeans
6867,-72,6,Jeans
6868,-78,6,Jeans
6869,-78,6,Jeans
6870,-80,6,Jeans
6871,-72,6,Jeans
6872,-78,6,Jeans
6873,-78,6,Jeans
6874,-78,6,Jeans
6875,-78,6,Jeans
6876,-72,6,Jeans
6877,-78,6,Jeans
6878,-78,6,Jeans
6879,-79,6,Jeans
6880,-78,6,Jeans
6881,-78,6,Jeans
6882,-79,6,Jeans
6883,-78,6,Jeans
6884,-79,6,Jeans
6885,-78,6,Jeans
6886,-78,6,Jeans
6887,-78,6,Jeans
6888,-78,6,Jeans
6889,-79,6,Jeans
6890,-77,6,Jeans
6891,-79,6,Jeans
6892,-73,6,Jeans
6893,-79,6,Jeans
6894,-78,6,Jeans
6895,-78,6,Jeans
6896,-72,6,Jeans
6897,-79,6,Jeans
6898,-78,6,Jeans
6899,-72,6,Jeans
6900,-72,6,Jeans
6901,-72,6,Jeans
6902,-79,6,Jeans
6903,-72,6,Jeans
6904,-72,6,Jeans
6905,-79,6,Jeans
6906,-72,6,Jeans
6907,-79,6,Jeans
6908,-78,6,Jeans
6909,-81,6,Jeans
6910,-78,6,Jeans
6911,-79,6,Jeans
6912,-78,6,Jeans
6913,-72,6,Jeans
6914,-72,6,Jeans
6915,-79,6,Jeans
6916,-72,6,Jeans
6917,-78,6,Jeans
6918,-78,6,Jeans
6919,-78,6,Jeans
6920,-78,6,Jeans
6921,-79,6,Jeans
6922,-78,6,Jeans
6923,-78,6,Jeans
6924,-72,6,Jeans
6925,-79,6,Jeans
6926,-78,6,Jeans
6927,-78,6,Jeans
6928,-78,6,Jeans
6929,-77,6,Jeans
6930,-72,6,Jeans
6931,-71,6,Jeans
6932,-72,6,Jeans
6933,-72,6,Jeans
6934,-72,6,Jeans
6935,-78,6,Jeans
6936,-72,6,Jeans
6937,-78,6,Jeans
6938,-80,6,Jeans
6939,-78,6,Jeans
6940,-77,6,Jeans
6941,-79,6,Jeans
6942,-78,6,Jeans
6943,-77,6,Jeans
6944,-82,7,Jeans
6945,-82,7,Jeans
6946,-74,7,Jeans
6947,-74,7,Jeans
6948,-76,7,Jeans
6949,-78,7,Jeans
6950,-79,7,Jeans
6951,-78,7,Jeans
6952,-81,7,Jeans
6953,-82,7,Jeans
6954,-82,7,Jeans
6955,-82,7,Jeans
6956,-75,7,Jeans
6957,-75,7,Jeans
6958,-78,7,Jeans
6959,-75,7,Jeans
6960,-74,7,Jeans
6961,-75,7,Jeans
6962,-78,7,Jeans
6963,-81,7,Jeans
6964,-74,7,Jeans
6965,-82,7,Jeans
6966,-81,7,Jeans
6967,-75,7,Jeans
6968,-81,7,Jeans
6969,-76,7,Jeans
6970,-74,7,Jeans
6971,-75,7,Jeans
6972,-81,7,Jeans
6973,-75,7,Jeans
6974,-81,7,Jeans
6975,-78,7,Jeans
6976,-81,7,Jeans
6977,-78,7,Jeans
6978,-74,7,Jeans
6979,-81,7,Jeans
6980,-74,7,Jeans
6981,-75,7,Jeans
6982,-78,7,Jeans
6983,-82,7,Jeans
6984,-82,7,Jeans
6985,-78,7,Jeans
6986,-75,7,Jeans
6987,-75,7,Jeans
6988,-75,7,Jeans
6989,-82,7,Jeans
6990,-81,7,Jeans
6991,-79,7,Jeans
6992,-78,7,Jeans
6993,-75,7,Jeans
6994,-82,7,Jeans
6995,-78,7,Jeans
6996,-81,7,Jeans
6997,-79,7,Jeans
6998,-79,7,Jeans
6999,-81,7,Jeans
7000,-78,7,Jeans
7001,-81,7,Jeans
7002,-78,7,Jeans
7003,-75,7,Jeans
7004,-75,7,Jeans
7005,-78,7,Jeans
7006,-76,7,Jeans
7007,-79,7,Jeans
7008,-82,7,Jeans
7009,-74,7,Jeans
7010,-75,7,Jeans
7011,-75,7,Jeans
7012,-82,7,Jeans
7013,-78,7,Jeans
7014,-78,7,Jeans
7015,-78,7,Jeans
7016,-82,7,Jeans
7017,-82,7,Jeans
7018,-75,7,Jeans
7019,-74,7,Jeans
7020,-78,7,Jeans
7021,-75,7,Jeans
7022,-76,7,Jeans
7023,-82,7,Jeans
7024,-75,7,Jeans
7025,-78,7,Jeans
7026,-75,7,Jeans
7027,-75,7,Jeans
7028,-82,7,Jeans
7029,-75,7,Jeans
7030,-81,7,Jeans
7031,-78,7,Jeans
7032,-78,7,Jeans
7033,-75,7,Jeans
7034,-82,7,Jeans
7035,-78,7,Jeans
7036,-78,7,Jeans
7037,-82,7,Jeans
7038,-82,7,Jeans
7039,-82,7,Jeans
7040,-76,7,Jeans
7041,-75,7,Jeans
7042,-76,9,Jeans
7043,-79,9,Jeans
7044,-75,9,Jeans
7045,-78,9,Jeans
7046,-75,9,Jeans
7047,-78,9,Jeans
7048,-78,9,Jeans
7049,-79,9,Jeans
7050,-74,9,Jeans
7051,-79,9,Jeans
7052,-78,9,Jeans
7053,-79,9,Jeans
7054,-78,9,Jeans
7055,-78,9,Jeans
