SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:4D,2020-07-25 20:15:32.605447,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-81
1,DC:A6:32:33:AD:4D,2020-07-25 20:15:33.529800,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-77
2,DC:A6:32:33:AD:4D,2020-07-25 20:15:34.152314,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-73
3,DC:A6:32:33:AD:4D,2020-07-25 20:15:35.182801,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-73
4,DC:A6:32:33:AD:4D,2020-07-25 20:15:36.552182,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-81
5,DC:A6:32:33:AD:4D,2020-07-25 20:15:37.029856,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-80
6,DC:A6:32:33:AD:4D,2020-07-25 20:15:38.004751,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-73
7,DC:A6:32:33:AD:4D,2020-07-25 20:15:39.024688,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-73
8,DC:A6:32:33:AD:4D,2020-07-25 20:15:40.119805,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-74
9,DC:A6:32:33:AD:4D,2020-07-25 20:15:41.239733,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-80
10,DC:A6:32:33:AD:4D,2020-07-25 20:15:43.244766,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-74
11,DC:A6:32:33:AD:4D,2020-07-25 20:15:45.249821,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-81
12,DC:A6:32:33:AD:4D,2020-07-25 20:15:47.254778,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-81
13,DC:A6:32:33:AD:4D,2020-07-25 20:15:49.016833,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-77
14,DC:A6:32:33:AD:4D,2020-07-25 20:15:50.050998,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-77
15,DC:A6:32:33:AD:4D,2020-07-25 20:15:51.139759,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-73
16,DC:A6:32:33:AD:4D,2020-07-25 20:15:52.630953,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-78
17,DC:A6:32:33:AD:4D,2020-07-25 20:15:53.063461,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-77
18,DC:A6:32:33:AD:4D,2020-07-25 20:15:54.044304,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-77
19,DC:A6:32:33:AD:4D,2020-07-25 20:15:55.529842,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-78
20,DC:A6:32:33:AD:4D,2020-07-25 20:15:56.350937,1bba5fd0-ced5-11ea-93fe-dca63233ad4b,1,1,1,-77
