SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:4D,2020-07-25 18:19:47.387295,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-81
1,DC:A6:32:33:AD:4D,2020-07-25 18:19:48.421791,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-81
2,DC:A6:32:33:AD:4D,2020-07-25 18:19:49.223234,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-81
3,DC:A6:32:33:AD:4D,2020-07-25 18:19:50.169385,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-81
4,DC:A6:32:33:AD:4D,2020-07-25 18:19:52.174511,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-76
5,DC:A6:32:33:AD:4D,2020-07-25 18:19:54.178879,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
6,DC:A6:32:33:AD:4D,2020-07-25 18:19:55.658425,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
7,DC:A6:32:33:AD:4D,2020-07-25 18:19:56.387029,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-83
8,DC:A6:32:33:AD:4D,2020-07-25 18:19:57.600912,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-79
9,DC:A6:32:33:AD:4D,2020-07-25 18:19:58.849757,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-82
10,DC:A6:32:33:AD:4D,2020-07-25 18:19:59.048376,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-76
11,DC:A6:32:33:AD:4D,2020-07-25 18:20:00.274144,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-82
12,DC:A6:32:33:AD:4D,2020-07-25 18:20:01.318508,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
13,DC:A6:32:33:AD:4D,2020-07-25 18:20:02.688646,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
14,DC:A6:32:33:AD:4D,2020-07-25 18:20:03.268599,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-76
15,DC:A6:32:33:AD:4D,2020-07-25 18:20:04.627718,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-76
16,DC:A6:32:33:AD:4D,2020-07-25 18:20:05.094337,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-81
17,DC:A6:32:33:AD:4D,2020-07-25 18:20:06.251255,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-83
18,DC:A6:32:33:AD:4D,2020-07-25 18:20:07.068732,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
19,DC:A6:32:33:AD:4D,2020-07-25 18:20:08.203860,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-76
20,DC:A6:32:33:AD:4D,2020-07-25 18:20:09.569064,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
21,DC:A6:32:33:AD:4D,2020-07-25 18:20:10.180775,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
22,DC:A6:32:33:AD:4D,2020-07-25 18:20:12.185375,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
23,DC:A6:32:33:AD:4D,2020-07-25 18:20:13.340355,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-76
24,DC:A6:32:33:AD:4D,2020-07-25 18:20:14.007110,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-83
25,DC:A6:32:33:AD:4D,2020-07-25 18:20:15.400973,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-76
26,DC:A6:32:33:AD:4D,2020-07-25 18:20:17.005465,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-82
27,DC:A6:32:33:AD:4D,2020-07-25 18:20:18.140561,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-76
28,DC:A6:32:33:AD:4D,2020-07-25 18:20:20.145642,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
29,DC:A6:32:33:AD:4D,2020-07-25 18:20:21.368190,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-81
30,DC:A6:32:33:AD:4D,2020-07-25 18:20:22.464536,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
31,DC:A6:32:33:AD:4D,2020-07-25 18:20:23.053207,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-77
32,DC:A6:32:33:AD:4D,2020-07-25 18:20:24.479649,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
33,DC:A6:32:33:AD:4D,2020-07-25 18:20:25.059473,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-81
34,DC:A6:32:33:AD:4D,2020-07-25 18:20:26.096439,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
35,DC:A6:32:33:AD:4D,2020-07-25 18:20:27.222191,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
36,DC:A6:32:33:AD:4D,2020-07-25 18:20:28.314646,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
37,DC:A6:32:33:AD:4D,2020-07-25 18:20:29.143365,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
38,DC:A6:32:33:AD:4D,2020-07-25 18:20:30.217912,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
39,DC:A6:32:33:AD:4D,2020-07-25 18:20:31.325434,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-76
40,DC:A6:32:33:AD:4D,2020-07-25 18:20:32.103492,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-76
41,DC:A6:32:33:AD:4D,2020-07-25 18:20:33.184866,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-76
42,DC:A6:32:33:AD:4D,2020-07-25 18:20:34.044843,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
43,DC:A6:32:33:AD:4D,2020-07-25 18:20:35.379995,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
44,DC:A6:32:33:AD:4D,2020-07-25 18:20:36.468742,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-77
45,DC:A6:32:33:AD:4D,2020-07-25 18:20:37.214960,f01a0f70-cec4-11ea-9085-dca63233ad4b,1,1,1,-80
