SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:4D,2020-07-26 14:02:45.108927,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-85
1,DC:A6:32:33:AD:4D,2020-07-26 14:02:46.248469,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-84
2,DC:A6:32:33:AD:4D,2020-07-26 14:02:47.174594,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-88
3,DC:A6:32:33:AD:4D,2020-07-26 14:02:48.480417,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-89
4,DC:A6:32:33:AD:4D,2020-07-26 14:02:49.152247,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-88
5,DC:A6:32:33:AD:4D,2020-07-26 14:02:50.244706,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-83
6,DC:A6:32:33:AD:4D,2020-07-26 14:02:51.183357,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-84
7,DC:A6:32:33:AD:4D,2020-07-26 14:02:52.258461,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-89
8,DC:A6:32:33:AD:4D,2020-07-26 14:02:53.774625,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-88
9,DC:A6:32:33:AD:4D,2020-07-26 14:02:54.218347,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-83
10,DC:A6:32:33:AD:4D,2020-07-26 14:02:55.135851,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-87
11,DC:A6:32:33:AD:4D,2020-07-26 14:02:57.140930,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-84
12,DC:A6:32:33:AD:4D,2020-07-26 14:02:58.834626,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-88
13,DC:A6:32:33:AD:4D,2020-07-26 14:02:59.037109,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-83
14,DC:A6:32:33:AD:4D,2020-07-26 14:03:00.005864,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-83
15,DC:A6:32:33:AD:4D,2020-07-26 14:03:02.010903,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-84
16,DC:A6:32:33:AD:4D,2020-07-26 14:03:04.015951,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-88
17,DC:A6:32:33:AD:4D,2020-07-26 14:03:05.044622,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-83
18,DC:A6:32:33:AD:4D,2020-07-26 14:03:06.015230,32d00a5e-cf6a-11ea-85d4-dca63233ad4b,1,1,1,-82
