SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:4D,2020-07-26 15:10:27.594588,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-78
1,DC:A6:32:33:AD:4D,2020-07-26 15:10:28.213807,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
2,DC:A6:32:33:AD:4D,2020-07-26 15:10:29.048829,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
3,DC:A6:32:33:AD:4D,2020-07-26 15:10:30.117553,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
4,DC:A6:32:33:AD:4D,2020-07-26 15:10:31.090050,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
5,DC:A6:32:33:AD:4D,2020-07-26 15:10:33.095222,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
6,DC:A6:32:33:AD:4D,2020-07-26 15:10:35.100134,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
7,DC:A6:32:33:AD:4D,2020-07-26 15:10:36.162014,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
8,DC:A6:32:33:AD:4D,2020-07-26 15:10:37.257611,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
9,DC:A6:32:33:AD:4D,2020-07-26 15:10:38.353699,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-78
10,DC:A6:32:33:AD:4D,2020-07-26 15:10:39.180173,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
11,DC:A6:32:33:AD:4D,2020-07-26 15:10:40.308242,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
12,DC:A6:32:33:AD:4D,2020-07-26 15:10:41.041374,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-74
13,DC:A6:32:33:AD:4D,2020-07-26 15:10:42.908329,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
14,DC:A6:32:33:AD:4D,2020-07-26 15:10:43.040149,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
15,DC:A6:32:33:AD:4D,2020-07-26 15:10:44.441392,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
16,DC:A6:32:33:AD:4D,2020-07-26 15:10:45.351466,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
17,DC:A6:32:33:AD:4D,2020-07-26 15:10:46.200188,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
18,DC:A6:32:33:AD:4D,2020-07-26 15:10:47.018928,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
19,DC:A6:32:33:AD:4D,2020-07-26 15:10:48.002728,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
20,DC:A6:32:33:AD:4D,2020-07-26 15:10:50.010946,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
21,DC:A6:32:33:AD:4D,2020-07-26 15:10:51.044007,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
22,DC:A6:32:33:AD:4D,2020-07-26 15:10:52.142734,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
23,DC:A6:32:33:AD:4D,2020-07-26 15:10:53.879161,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
24,DC:A6:32:33:AD:4D,2020-07-26 15:10:54.074617,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
25,DC:A6:32:33:AD:4D,2020-07-26 15:10:55.182315,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
26,DC:A6:32:33:AD:4D,2020-07-26 15:10:56.252830,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
27,DC:A6:32:33:AD:4D,2020-07-26 15:10:58.257897,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
28,DC:A6:32:33:AD:4D,2020-07-26 15:10:59.300342,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-78
29,DC:A6:32:33:AD:4D,2020-07-26 15:11:00.121548,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
30,DC:A6:32:33:AD:4D,2020-07-26 15:11:01.077721,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
31,DC:A6:32:33:AD:4D,2020-07-26 15:11:02.384180,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
32,DC:A6:32:33:AD:4D,2020-07-26 15:11:03.332867,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
33,DC:A6:32:33:AD:4D,2020-07-26 15:11:04.261581,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-78
34,DC:A6:32:33:AD:4D,2020-07-26 15:11:05.234694,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
35,DC:A6:32:33:AD:4D,2020-07-26 15:11:06.181655,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
36,DC:A6:32:33:AD:4D,2020-07-26 15:11:07.007865,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
37,DC:A6:32:33:AD:4D,2020-07-26 15:11:08.106613,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
38,DC:A6:32:33:AD:4D,2020-07-26 15:11:09.202880,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
39,DC:A6:32:33:AD:4D,2020-07-26 15:11:10.307876,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
40,DC:A6:32:33:AD:4D,2020-07-26 15:11:11.131617,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
41,DC:A6:32:33:AD:4D,2020-07-26 15:11:12.236115,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
42,DC:A6:32:33:AD:4D,2020-07-26 15:11:13.332961,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
43,DC:A6:32:33:AD:4D,2020-07-26 15:11:14.556767,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
44,DC:A6:32:33:AD:4D,2020-07-26 15:11:15.502284,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
45,DC:A6:32:33:AD:4D,2020-07-26 15:11:16.049167,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
46,DC:A6:32:33:AD:4D,2020-07-26 15:11:17.211727,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
47,DC:A6:32:33:AD:4D,2020-07-26 15:11:18.145267,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
48,DC:A6:32:33:AD:4D,2020-07-26 15:11:19.150496,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
49,DC:A6:32:33:AD:4D,2020-07-26 15:11:21.154223,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
50,DC:A6:32:33:AD:4D,2020-07-26 15:11:22.024205,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
51,DC:A6:32:33:AD:4D,2020-07-26 15:11:23.532042,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
52,DC:A6:32:33:AD:4D,2020-07-26 15:11:24.200528,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
53,DC:A6:32:33:AD:4D,2020-07-26 15:11:25.829250,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-72
54,DC:A6:32:33:AD:4D,2020-07-26 15:11:26.005492,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
55,DC:A6:32:33:AD:4D,2020-07-26 15:11:27.074256,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
56,DC:A6:32:33:AD:4D,2020-07-26 15:11:28.031843,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
57,DC:A6:32:33:AD:4D,2020-07-26 15:11:30.036951,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
58,DC:A6:32:33:AD:4D,2020-07-26 15:11:31.577438,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
59,DC:A6:32:33:AD:4D,2020-07-26 15:11:32.071885,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
60,DC:A6:32:33:AD:4D,2020-07-26 15:11:33.141958,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
61,DC:A6:32:33:AD:4D,2020-07-26 15:11:34.259404,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
62,DC:A6:32:33:AD:4D,2020-07-26 15:11:35.082579,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
63,DC:A6:32:33:AD:4D,2020-07-26 15:11:36.082501,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
64,DC:A6:32:33:AD:4D,2020-07-26 15:11:37.799361,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
65,DC:A6:32:33:AD:4D,2020-07-26 15:11:38.059338,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-77
66,DC:A6:32:33:AD:4D,2020-07-26 15:11:39.123157,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
67,DC:A6:32:33:AD:4D,2020-07-26 15:11:40.310688,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-76
68,DC:A6:32:33:AD:4D,2020-07-26 15:11:41.139382,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
69,DC:A6:32:33:AD:4D,2020-07-26 15:11:42.142028,a8fb550e-cf73-11ea-bf41-dca63233ad4b,1,1,1,-73
