SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AD:4D,2020-07-26 15:24:56.050180,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-90
1,DC:A6:32:33:AD:4D,2020-07-26 15:24:57.210607,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-83
2,DC:A6:32:33:AD:4D,2020-07-26 15:24:58.069214,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-96
3,DC:A6:32:33:AD:4D,2020-07-26 15:24:59.146709,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-88
4,DC:A6:32:33:AD:4D,2020-07-26 15:25:00.325525,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-83
5,DC:A6:32:33:AD:4D,2020-07-26 15:25:01.060459,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-83
6,DC:A6:32:33:AD:4D,2020-07-26 15:25:02.559281,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-81
7,DC:A6:32:33:AD:4D,2020-07-26 15:25:03.062333,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-81
8,DC:A6:32:33:AD:4D,2020-07-26 15:25:04.008022,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-95
9,DC:A6:32:33:AD:4D,2020-07-26 15:25:05.178644,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-82
10,DC:A6:32:33:AD:4D,2020-07-26 15:25:06.271126,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-82
11,DC:A6:32:33:AD:4D,2020-07-26 15:25:07.579351,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-91
12,DC:A6:32:33:AD:4D,2020-07-26 15:25:08.045515,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-82
13,DC:A6:32:33:AD:4D,2020-07-26 15:25:09.596769,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-91
14,DC:A6:32:33:AD:4D,2020-07-26 15:25:10.055508,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-84
15,DC:A6:32:33:AD:4D,2020-07-26 15:25:12.088668,ae128196-cf75-11ea-9d71-dca63233ad4b,1,1,1,-94
